knockffa.1.wonfight,§l§a✓ §r§4+5 Coins
knockffa.1.wonfight.sub,§cDu hast %rank_prefix%%player% §c's Ehre entwendet und nach Afrika gespendet!
knockffa.2.arrow,§cPfeil
knockffa.2.booster,§cBooster
knockffa.2.bow,§cBogen
knockffa.2.killed,§l§c✖ §r§3%rank_prefix%%player% | §c-1 Coin
knockffa.2.killed.sub,§6hat dir 5 € geklaut und kauft sich damit einen Döner.
knockffa.2.killedself,%rank_prefix%%player% §6hat sich selber mit dem Bogen abgeschossen. Das ist belastend.
knockffa.2.nomoney,§cDafür bist du zu Arm!
knockffa.2.score.coins,Coins
knockffa.2.score.coins.color,§7
knockffa.2.score.deaths,Tode
knockffa.2.score.deaths.color,§7
knockffa.2.score.kd,KD
knockffa.2.score.kd.color,§7
knockffa.2.score.kills,Kills
knockffa.2.score.kills.color,§7
knockffa.2.score.sub,Teamspeak-Server
knockffa.2.score.sub.value,§7Galaxycore.net
knockffa.2.settings,§eEinstellungen
knockffa.2.settings.alreadybought,§eBereits gekauft
knockffa.2.settings.booster.bought,§eDu hast den Booster für 5 min erhalten!
knockffa.2.settings.booster.lore,Schleudert dich für 5 min nach vorne
knockffa.2.settings.booster.price,§7150 Coins
knockffa.2.settings.buy,§eKaufen:
knockffa.2.settings.coins,Coins
knockffa.2.settings.messageset.0.name,Standart-Nachrichten
knockffa.2.settings.messageset.1.name,Spezial-Nachrichten 1
knockffa.2.settings.messageset.2.name,Spezial-Nachrichten 2
knockffa.2.settings.messageset.3.name,Spezial-Team-Nachrichten
knockffa.2.settings.setchosen,§eSet Ausgewählt
knockffa.2.streak,§3%player% §5hat euch %d! mal 5€ geklaut.
knockffa.2.sword,§cSchwert
knockffa.2.wonfight,§l§a✓ §r§4+5 Coins
knockffa.2.wonfight.sub,§aDu hast %rank_prefix%%player% §a5 € entwendet und kannst dir damit einen Döner kaufen!
knockffa.3.arrow,§cDildo
knockffa.3.booster,§cBooster
knockffa.3.bow,§cButtplug
knockffa.3.killed,%rank_prefix%%player% §8| §c-1 Coin
knockffa.3.killed.sub,§l§c✖ §chat deine Mutter gefickt.
knockffa.3.killedself,%rank_prefix%%player% §9der Hurensohn hat sich selber mit dem Bogen getötet Idiot.! b-baka
knockffa.3.nomoney,§cDafür bist du zu Arm du Hurensohn!
knockffa.3.score.coins,Coins
knockffa.3.score.coins.color,§7
knockffa.3.score.deaths,Tode
knockffa.3.score.deaths.color,§7
knockffa.3.score.kd,KD
knockffa.3.score.kd.color,§7
knockffa.3.score.kills,Kills
knockffa.3.score.kills.color,§7
knockffa.3.score.sub,Tim´s Exfreundin ->
knockffa.3.score.sub.value,§7PornHub.com
knockffa.3.settings,§eEinstellungen
knockffa.3.settings.alreadybought,§eBereits gekauft
knockffa.3.settings.booster.bought,§eDu hast den Booster für 5 min erhalten!
knockffa.3.settings.booster.lore,Schleudert dich für 5 min nach vorne
knockffa.3.settings.booster.price,§7150 Coins
knockffa.3.settings.buy,§eKaufen:
knockffa.3.settings.coins,Coins
knockffa.3.settings.messageset.0.name,Standart-Nachrichten
knockffa.3.settings.messageset.1.name,Spezial-Nachrichten 1
knockffa.3.settings.messageset.2.name,Spezial-Nachrichten 2
knockffa.3.settings.messageset.3.name,Spezial-Team-Nachrichten
knockffa.3.settings.setchosen,§eSet Ausgewählt
knockffa.3.streak,§c%player% §fhat deine Mutter %d mal gefickt! Du Hurensohn
knockffa.3.sword,§cAnalpennetrier
knockffa.3.wonfight,§l§a✓ §r§4+5 Coins
knockffa.3.wonfight.sub,%rank_prefix%%player%
